GENEID	barcode01.filtered.bam	barcode02.filtered.bam	barcode03.filtered.bam	barcode04.filtered.bam	barcode05.filtered.bam	barcode06.filtered.bam	barcode07.filtered.bam	barcode08.filtered.bam	barcode09.filtered.bam	barcode10.filtered.bam	barcode11.filtered.bam	barcode18.filtered.bam	barcode19.filtered.bam	barcode20.filtered.bam	barcode21.filtered.bam
gene-LOC123388316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388317	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-LOC123388318	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-LOC123388319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388320	1	0	0	1	0	1	0	0	2	0	0	1	0	0	0
gene-LOC123388321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388324	8	2	3	2	7	9	7	12	9	5	13	11	4	1	3
gene-LOC123388325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388326	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388327	23	29	18	25	11	14	1	3	25	6	49	0	0	0	0
gene-LOC123388328	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC123388329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388331	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
gene-LOC123388332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388334	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC123388335	2	0	0	1	2	0	0	0	5	1	2	0	0	0	0
gene-LOC123388336	0	0	1	0	1	0	0	0	4	1	2	0	0	0	0
gene-LOC123388337	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene-LOC123388338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388340	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1
gene-LOC123388341	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388343	5	4	5	9	0	1	2	2	30	0	8	0	0	0	0
gene-LOC123388344	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0
gene-LOC123388345	7	2	6	3	1	1	0	2	5	3	1	9	10	14	7
gene-LOC123388346	8	1	2	12	11	12	3	8	8	4	7	2	1	2	0
gene-LOC123388347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388356	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388360	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388362	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene-LOC123388363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388364	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
gene-LOC123388365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388367	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0
gene-LOC123388368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388398	2	3	0	3	1	0	1	0	1	1	0	0	1	4	1
gene-LOC123388399	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
gene-LOC123388400	3	5	1	3	0	0	0	0	3	0	1	0	0	1	0
gene-LOC123388401	0	2	0	0	0	0	0	0	1	0	0	0	1	4	2
gene-LOC123388402	4	3	3	1	0	0	1	0	2	0	1	0	1	1	0
gene-LOC123388403	0	2	4	6	0	0	0	0	2	1	7	0	0	1	2
gene-LOC123388404	2	0	1	2	0	0	0	0	1	0	0	2	0	3	3
gene-LOC123388407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388410	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
gene-LOC123388411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388428	9	11	13	10	0	2	1	1	8	0	3	1	2	3	1
gene-LOC123388429	5	5	2	3	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388442	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
gene-LOC123388449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388450	0	0	0	3	0	4	3	0	0	1	0	0	0	0	0
gene-LOC123388451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388454	0	0	0	0	0	2	1	0	9	0	5	0	0	0	0
gene-LOC123388455	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
gene-LOC123388456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388457	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388463	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene-LOC123388464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388465	0	0	0	2	0	1	0	0	6	0	1	0	0	0	0
gene-LOC123388467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388468	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC123388469	5	6	6	6	2	3	2	5	10	3	5	20	10	9	13
gene-LOC123388470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388473	0	0	0	1	0	3	1	0	0	0	4	0	0	0	0
gene-LOC123388474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388475	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
gene-LOC123388477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388479	0	0	1	2	1	3	0	0	0	1	0	0	0	2	0
gene-LOC123388480	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-LOC123388481	1	0	2	1	1	2	0	3	2	0	0	0	0	1	0
gene-LOC123388482	1	1	1	0	1	3	1	2	6	3	4	1	0	0	0
gene-LOC123388483	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388484	0	0	2	3	0	0	0	0	0	0	1	1	0	0	0
gene-LOC123388485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388486	4	5	8	12	0	2	0	0	4	2	1	15	7	9	5
gene-LOC123388487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388490	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
gene-LOC123388491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388492	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
gene-LOC123388493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388494	1	0	0	0	0	0	0	0	1	3	0	3	2	4	3
gene-LOC123388495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388511	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388523	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388526	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388527	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC123388529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388534	14	3	2	1	2	1	1	1	2	0	1	0	0	0	0
gene-LOC123388535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388537	5	3	5	5	2	7	2	0	2	2	5	21	19	19	11
gene-LOC123388538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388544	10	5	10	4	1	0	2	1	8	0	8	5	3	2	9
gene-LOC123388545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388549	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC123388550	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388552	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gene-LOC123388553	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0
gene-LOC123388554	236	150	218	215	106	115	62	114	239	125	289	98	81	41	56
gene-LOC123388555	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-LOC123388556	1	0	0	1	1	0	0	0	0	0	8	0	0	0	0
gene-LOC123388557	1	5	1	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388583	15	10	9	19	1	1	1	2	5	1	6	17	14	21	22
gene-LOC123388584	1	1	2	4	1	1	1	1	5	1	1	4	10	5	2
gene-LOC123388585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388586	1	2	3	1	0	0	0	0	2	0	1	18	6	31	22
gene-LOC123388587	1	1	2	0	1	0	0	1	0	0	2	0	0	0	0
gene-LOC123388588	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC123388589	2	2	2	0	0	1	3	1	0	0	0	0	0	0	1
gene-LOC123388590	1	0	2	2	1	1	3	0	3	1	2	2	5	5	0
gene-LOC123388591	4	0	2	3	0	0	0	4	2	0	1	4	3	7	7
gene-LOC123388592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388594	0	0	2	5	3	2	2	0	6	0	2	0	0	2	0
gene-LOC123388595	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC123388596	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0
gene-LOC123388597	5	1	5	4	4	4	1	2	9	1	7	4	4	6	0
gene-LOC123388598	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
gene-LOC123388599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388613	102	48	73	107	12	15	28	24	53	31	78	53	34	74	93
gene-LOC123388614	184	154	221	205	13	19	16	18	40	31	35	89	77	223	204
gene-LOC123388615	124	90	82	85	13	26	9	13	19	21	29	30	23	62	69
gene-LOC123388616	130	112	142	136	7	11	15	10	20	17	33	41	29	92	69
gene-LOC123388617	76	76	83	84	3	10	8	5	14	5	23	9	22	58	34
gene-LOC123388618	1152	866	983	899	33	69	49	61	71	52	114	317	296	331	323
gene-LOC123388619	680	503	421	378	40	74	61	50	87	113	122	109	80	108	109
gene-LOC123388620	893	655	668	549	24	82	51	68	96	124	106	323	271	275	295
gene-LOC123388621	1201	807	903	760	23	55	45	60	72	70	89	319	280	315	350
gene-LOC123388622	105	52	91	102	13	10	25	36	54	37	79	53	28	77	75
gene-LOC123388623	86	76	89	100	7	18	25	34	73	39	71	51	30	81	60
gene-LOC123388624	118	54	86	136	7	14	24	36	56	34	106	56	36	99	74
gene-LOC123388626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388627	2	0	1	0	0	0	1	0	0	1	1	0	0	0	0
gene-LOC123388628	12	10	5	12	1	0	0	1	0	0	0	1	0	0	0
gene-LOC123388629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388630	115	61	92	112	8	18	15	28	63	26	77	61	33	65	67
gene-LOC123388631	66	62	55	54	4	13	9	13	13	7	15	12	14	38	18
gene-LOC123388632	419	317	520	484	27	31	21	46	34	46	61	116	94	265	225
gene-LOC123388633	67	49	58	49	3	13	8	9	15	4	16	10	14	44	31
gene-LOC123388634	96	95	107	99	14	18	18	16	18	16	36	42	39	94	78
gene-LOC123388635	530	499	366	401	18	42	29	35	54	58	94	81	77	139	127
gene-LOC123388636	504	396	373	378	23	70	56	35	98	112	117	130	111	131	150
gene-LOC123388637	978	749	814	633	43	78	84	67	104	123	155	363	327	296	337
gene-LOC123388638	189	149	114	147	9	28	25	26	36	19	39	26	20	36	48
gene-LOC123388639	434	302	228	239	21	61	42	34	76	108	90	82	56	80	69
gene-LOC123388640	117	83	92	119	9	21	18	41	53	40	85	52	27	81	79
gene-LOC123388641	133	51	84	112	8	20	28	41	54	33	79	62	35	87	83
gene-LOC123388642	133	51	94	88	6	23	19	47	55	31	84	46	27	80	76
gene-LOC123388643	7	2	7	10	0	2	3	1	5	5	8	1	1	5	3
gene-LOC123388644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388649	4	3	2	5	1	3	0	5	7	2	2	3	4	2	2
gene-LOC123388650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388652	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC123388653	4	0	2	2	0	2	1	0	15	0	9	0	0	0	0
gene-LOC123388655	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0
gene-LOC123388656	0	0	0	0	2	0	0	0	0	5	3	0	0	0	0
gene-LOC123388659	14	6	11	11	7	7	4	12	18	13	13	14	12	7	10
gene-LOC123388660	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
gene-LOC123388661	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC123388662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388665	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1
gene-LOC123388667	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388668	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
gene-LOC123388669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388672	3	3	3	0	3	0	0	0	0.99999	0	5.00001	0	0	0	0
gene-LOC123388673	1	0	0	4	0	0	0	0	0	0	1	2	2	2	2
gene-LOC123388674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388675	0	0	0	0	0	0	0	0	0	0	0	11	5	15	10
gene-LOC123388676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388677	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388680	6	8	7	12	4	8	2	4	19	6	14	39	51	16	30
gene-LOC123388683	20	8	22	10	4	5	4	6	27	3	16	0	0	0	0
gene-LOC123388685	6	4	4	7	7	8	8	4	6	6	8	4	0	7	0
gene-LOC123388686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388693	1	0	4	0	0	0	0	0	0	0	11	0	0	1	0
gene-LOC123388694	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0
gene-LOC123388695	0	0	0	0	0	1	3	6	0	2	0	0	0	0	0
gene-LOC123388696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388700	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388701	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-LOC123388704	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388705	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388706	1	0	1	0	1	0	0	1	2	0	0	0	0	0	0
gene-LOC123388707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388709	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0
gene-LOC123388710	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
gene-LOC123388711	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC123388721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
